gene	s1816	s1616	s1063	s1936
UG1F6	-1.763299704	-1.181606889	-1.142957926	-1.422691107
UG1F7	-0.080489844	-0.217230707	1.066495419	0.045087844
UG1F8	-1.256339669	-0.608421445	1.07297945	-0.932885766
UG1F9	-0.165737197	0.045803647	0.202816993	-0.235812873
UG1F10	-1.128584146	-0.681177914	-0.158064783	-0.78745532
UG1F11	-0.945137978	-0.181606829	-0.705552638	-0.655351818
UG1F12	0.709871948	-0.584962547	1.629631519	1.104869127
UG1G2	2.775042295	0.944656909	1.795641661	2.287162781
UG1G4	-0.923764348	-0.539158881	-0.424139589	-0.094636932
UG1G6	-0.966833055	-0.494764656	-0.705552638	-0.78745532
UG1G7	-0.966833055	-1.047305822	-0.479992867	-0.517848313
UG1G9	-0.503432512	1.675160289	0.923131287	0.056143016
UG1G10	-1.203872204	-1.217230678	-1.236067295	-0.748461246
UG1G11	-1.229867458	-1.369233727	-1.335602999	-0.655351818
UG1G12	-0.256339669	0.268196106	0.739685178	-0.046542555
UG1H3	-0.881944239	-0.146841437	-0.252186954	-0.377367049
UG1H4	-0.653675199	-1.015596867	-0.683526218	-0.10691525
UG1H5	-1.725825071	-0.866733551	-1.442518234	-1.304854631
UG1H6	-0.456638366	-0.272372305	-0.920565426	-0.407424331
UG1H7	-0.487665236	-0.181606829	0.079434559	-0.058416635
UG1H8	0.14864409	-1.40987587	-0.22012569	-0.144389927
UG1H9	-1.01122725	0.25525707	-0.252186954	-0.453717947
UG1H11	0.118055791	-0.015596837	-0.128007486	-0.748461246
UG1H12	-0.269760162	-0.031364135	-0.02748071	0.15200308
UG2A1	-0.671377182	-0.389411747	-0.252186954	-0.932885766
UG2A2	-0.519374132	-0.494764656	0.092258587	-0.333423734
UG2A3	-0.636187792	-0.217230707	0.391020685	0.21254468
UG2A4	1.52404809	0.718228996	1.092258692	0.440572619
UG2A5	-0.165737197	0.43812111	0.348895252	0.22239244
UG2A6	-0.310787559	0.175086632	-0.084064186	-0.517848313
UG2A7	-1.1043365	0.25525707	-0.188761562	-0.304854602
UG2A8	-1.426264763	0.045803647	-0.098563738	-0.453717947
UG2A9	-0.165737197	0.090197816	0.557481766	-0.889817059
UG2A10	-0.022542536	0.415037513	0.142444298	0.011404753
UG2A11	-0.601836205	-0.235378027	-0.204358399	-0.422691077
UG2A12	-1.256339669	0.030696772	0.226275951	-0.748461246
UG2B1	-0.487665236	-1.015596867	-0.335602999	-0.222392365
UG2B2	-0.092363924	-0.757799089	-0.188761562	0.141661137
UG2B3	-1.1043365	-1.63226819	-0.683526218	-0.807354867
UG2B4	1.076235533	0.548304021	0.944504917	-0.290779442
UG2B5	-0.353015751	-0.291231304	-0.188761562	-0.157100961
UG2B6	0.33750093	1.045803666	0.053439364	0.26112479
UG2B7	-0.801773787	0.133266494	-0.619395912	-0.023083597
UG2B8	-0.033947289	0.202308238	0.013546683	0.056143016
UG2B9	-0.178337216	-0.07972721	0.520007133	-0.169924989
UG2B10	0.107713848	-0.291231304	-0.946560621	-0.27684027
UG2B12	-1.338801861	-0.838719189	-1.683526278	-1.304854631
UG2C1	-0.535493791	0.21572873	-0.173331529	-0.453717947
UG2C2	-2.618909836	-2.217230558	-0.895030379	-2.27684021
UG2C3	-0.411314338	0.161280841	-0.173331529	-0.347923279
UG2C4	1.143590927	1.69924593	0.795641601	0.855610013
UG2C5	-0.080489844	0.526930392	0.316473812	0.078002572
UG2C6	-0.653675199	-0.146841437	0.249359548	-0.710493445
UG2C7	3.019439936	2.057030916	2.351564407	2.506536007
UG2C9	-0.601836205	-0.494764656	-0.173331529	-0.534336448
UG2C12	-1.229867458	-0.7842713	-1.370368481	-1.249359608
UG2D1	0.044055283	0.483208954	0.079434559	-0.485426843
UG2D2	-1.283306837	-0.389411747	-0.538095772	-1.144389868
UG2D3	-0.945137978	0.318822145	-0.640457511	-0.86875546
UG2D4	-0.367371023	-0.07972721	-0.173331529	-0.222392365
UG2D6	-1.057030916	0.030696772	-1.370368481	-1.119298935
UG2D7	-2.153246164	-1.954196334	-1.973032713	-1.584962487
UG2D8	-0.782408535	-0.706268847	-0.499101698	-0.673499107
UG2D9	-0.296981752	0.630766213	0.226275951	-0.046542555
UG2D10	-0.44137162	0.147341669	0.154722616	-0.377367049
UG2D12	-0.689299107	-0.494764656	-0.188761562	-0.319068462
UG2E1	0.054862022	0.887105942	0.538866103	0.120752156
UG2E2	0.907636106	0.818393171	0.78777951	0.440572619
UG2E3	-0.367371023	0.526930392	0.316473812	-0.169924989
UG2E4	-0.707446456	-0.34933421	-0.352880985	-0.889817059
UG2E5	0.588685691	2.00387311	0.584962606	0.637429953
UG2E6	0.118055791	0.318822145	-0.301655591	-0.209095553
UG2E8	-1.178337216	-1.079727173	-0.57817328	-1.485426903
UG2E9	-0.153246254	0.015430026	0.202816993	0.011404753
UG2E10	-0.19104825	0.460841149	0.380604088	0.326500893
UG2E11	0.188445151	0.992222607	0.380604088	-1.094636917
UG2F1	-1.128584146	-0.291231304	0.104969621	-0.377367049
UG2F2	-0.902702749	-0.516791105	-0.479992867	-0.249359548
UG2F3	-1.1043365	-0.40987584	-0.640457511	-0.392317444
UG2F5	-1.080489874	-0.063425414	-0.557995319	-0.932885766
UG2F6	-1.367371082	-1.369233727	-1.335602999	-1.767826557
UG2F7	2.181065559	2.25525713	1.830500364	1
UG2F8	0.796127737	1.505235314	1.706707954	0.546282053
UG2F9	0.581229806	0.015430026	0.849508405	0.38027209
UG2F10	0.668252885	0.343484163	0.294447392	0.298844457
UG2F11	0.198226154	0.331205845	1.07297945	0.584962487
UG2F12	0.646984279	1.147341609	0.763932705	1.326500893
UG2G1	-0.902702749	0.379704475	-0.188761562	-0.18286404
UG2G2	-1.396517277	-0.706268847	-0.920565426	-0.827532887
UG2G3	-0.966833055	-0.063425414	-0.640457511	-0.469485223
UG2G4	-1.01122725	-0.494764656	-0.335602999	-0.422691077
UG2G5	-1.057030916	-0.272372305	-0.23606731	-0.43812111
UG2G6	-1.763299704	-2.146841288	-1.683526278	-2.517848492
UG2G7	0.696131885	1.385653734	0.575860441	0.21254468
UG2G8	0.086804867	1.060754061	0.202816993	-0.392317444
UG2G9	0.55862838	-0.310340136	0.154722616	-0.18286404
UG2G10	0.464506209	0.175086632	0.092258587	-0.034765393
UG2G11	-0.653675199	0.306331187	-0.084064186	-0.249359548
UG2G12	0.033166975	0.281020135	-0.069708906	-0.070389271
UG2H2	-1.841302156	-0.984570026	-1.142957926	-1.094636917
UG2H3	-1.763299704	-0.681177914	-1.055495024	-0.84799695
UG2H4	-1.88194418	-0.954196334	-1.055495024	-0.517848313
UG2H5	-1.283306837	-0.310340136	-1	-0.78745532
UG2H6	-1.283306837	-0.731803894	-0.869939446	-1.333423734
UG2H7	-0.472068399	0.59012419	-0.301655591	-0.27684027
UG2H8	1.770132542	2.435256004	1.710871458	-1
UG2H9	-1.618909836	-1.015596867	-1.236067295	-1.362570047
UG2H10	-0.707446456	-0.40987584	-0.370368391	-0.347923279
UG2H11	-0.744440675	-0.112894036	-0.352880985	-0.222392365
UG2H12	-0.841302156	0.43812111	-0.301655591	-0.619727969
UG3A3	0.301655769	0.680009663	0.879409969	0.326500893
UG3A4	0.076235652	0.689659834	0.655783892	0.362570107
UG3A6	0.227177501	0.379704475	0.930291116	0.326500893
UG3A8	-1.551795483	-2.015596628	-1.370368481	-1.119298935
UG3A9	-0.902702749	-1.494764686	-0.557995319	-1.094636917
UG3A10	-1.338801861	-1.015596867	-0.268488765	-0.567888975
UG3A11	-0.519374132	-0.40987584	-0.098563738	-0.290779442
UG3A12	-0.243042842	0.21572873	0.130060583	0.522565901
UG3B1	0.044055283	0.736965537	0.338168859	0.38027209
UG3B2	-0.324726731	0.379704475	0.316473812	0.120752156
UG3B3	-0.396517336	-0.310340136	-1.027480721	-0.827532887
UG3B4	1.283393621	-0.43063435	1.07297945	0.911463261
UG3B5	1.092060566	0.175086632	1.385821819	0.959358096
UG3B6	-0.057030886	-0.096215315	0.305502564	0.49032563
UG3B7	-0.689299107	0.045803647	-0.461133868	-0.377367049
UG3B8	-1.256339669	-0.56187892	-0.845277369	-0.551015139
UG3B9	-0.782408535	-0.895302653	-0.142957911	-0.485426843
UG3B10	-0.945137978	-0.40987584	-0.424139589	-0.263034463
UG3B12	-2.153246164	-0.146841437	-0.370368391	-0.469485223
UG3C1	-0.923764348	0.075551048	-0.683526218	-0.485426843
UG3C2	-0.165737197	-0.681177914	-0.640457511	-0.655351818
UG3C3	0.852958858	-0.129767835	-0.797182977	-0.070389271
UG3C4	-1.128584146	-0.838719189	-1.027480721	-1.169924974
UG3C5	-1.426264763	-0.451695949	-0.895030379	-1.517848253
UG3C6	-0.128584221	0.569365621	-0.173331529	0.448984861
UG3C8	0.255559266	0.090197816	0.316473812	-0.034765393
UG3C9	-0.618909836	0.075551048	0.053439364	-0.392317444
UG3D1	0.255559266	1.22239244	0.602996528	0.448984861
UG3D2	-0.744440675	0.119052649	-0.661831141	-0.27684027
UG3D4	-0.725825071	0.391578555	-0.268488765	-0.304854602
UG3D5	0.076235652	0.782769263	0.611929655	0.666576266
UG3D6	-1.229867458	-0.047305755	-0.797182977	-1.195920229
UG3D7	-0.165737197	0.045803647	0.178970277	-0.911190689
UG3D8	-1.283306837	-0.811238468	-1.727920294	-0.655351818
UG3D11	-0.861480117	-0.7842713	-0.23606731	-0.673499107
UG3D12	-1.283306837	-0.63226819	-0.845277369	-0.43812111
UG3E1	-0.216811329	1.188761592	0.260764301	-0.082462102
UG3E2	-0.19104825	0.318822145	0.294447392	0.202629209
UG3E3	0.808951795	-0.063425414	-1	0.630050421
UG3E5	-0.165737197	0.133266494	0.59400773	0.298844457
UG3E6	-0.966833055	-1.291231394	-0.661831141	-0.729352415
UG3E7	-0.269760162	0.25525707	0.638401806	-0.195920184
UG3E9	0.14864409	-0.310340136	0.178970277	0.088809311
UG3E10	-0.618909836	1.537656784	0.316473812	1.045087814
UG3E11	2.655884266	2.075551033	2.657942057	2.303490639
UG3E12	-0.203872278	1.075551033	-0.084064186	0.141661137
UG3F1	0.756957114	0.620712459	1.496081352	0.688055992
UG3F2	0.346324801	0.494264126	0.316473812	0.637429953
UG3F3	-0.584962428	-0.731803894	-0.098563738	-0.602240562
UG3F6	-1.057030916	-0.811238468	-0.845277369	-0.691877723
UG3F7	-1.178337216	-0.681177914	0.190942913	-0.748461246
UG3F8	-0.338801891	0.483208954	-0.188761562	-0.082462102
UG3F9	-0.243042842	0.242200911	0.979438722	-0.319068462
UG3F11	-0.535493791	-0.096215315	-0.22012569	-0.691877723
UG3F12	0.840521753	-0.129767835	0.655783892	0.423599541
UG3G1	2.926882029	2.696855545	1.779874325	2.482151508
UG3G2	0.618129432	1.097465873	0.431950927	0.26112479
UG3G3	0.496567488	1.075551033	0.834322035	0.308122218
UG3G4	1.346324682	1.060754061	1	0.770913005
UG3G5	-1.01122725	-0.954196334	-0.557995319	-1.144389868
UG3G6	-1.153246284	-0.473069578	-0.098563738	-0.977279961
UG3G7	-1.725825071	-0.924448967	-0.204358399	-2.222392321
UG3G8	-0.381870568	-0.731803894	-0.661831141	-0.534336448
UG3G10	0.274174929	0.104697369	-0.02748071	0.088809311
UG3G11	-0.821402609	-0.369233757	-0.352880985	-0.84799695
UG3H2	-0.519374132	-0.096215315	-0.069708906	-0.691877723
UG3H4	-1.01122725	0.755461931	-0.370368391	-0.954912186
UG3H5	-0.744440675	0.25525707	-0.424139589	-0.619727969
UG3H8	-0.841302156	0.355659008	-0.499101698	-0.169924989
UG3H9	-2.1043365	-1.329705477	-1.64045763	-1.691877723
UG3H10	1.065588474	0.25525707	0.944504917	1.410737276
UG3H12	0.097297251	-0.43063435	-0.28497687	-0.119298965
UG4A6	0.696131885	1.053298235	0.915935814	0.830075026
UG4A7	-0.296981752	0.045803647	0.401362628	-0.977279961
UG4B1	-1.801773787	-1.217230678	-1.442518234	-1.485426903
UG4B2	3.016678572	1.015430093	2.043569088	1.797507167
UG4B3	0.456378341	0.030696772	1.079434633	0.251538754
UG4B4	-0.902702749	0.060754064	-0.23606731	-0.932885766
UG4B5	-0.353015751	0.403355718	0.491248131	-0.131789908
UG4B6	0.097297251	0.42662546	0.471751988	0.120752156
UG4B7	-0.165737197	0.293731183	1.638401747	0.011404753
UG4B8	0.283393562	0.992222607	0.7150231	0.577308953
UG4B9	-1.841302156	-0.253756642	-1.773724079	-1.023083687
UG4B10	0.054862022	1.325027227	0.359542489	-0.082462102
UG4C2	-1.456638336	-0.681177914	-1.027480721	-1.195920229
UG4C3	0.065588415	0.045803647	0.557481766	0.270647585
UG4C4	-0.068712682	0.43812111	1.411630869	0.62263298
UG4C5	0.328622818	1.090197802	1.338168859	1.192645192
UG4C6	0.512334764	-0.291231304	0.930291116	0.38027209
UG4C7	-0.535493791	-0.146841437	-0.142957911	-0.304854602
UG4C9	-1.618909836	0.472068399	-1.64045763	-1.84799695
UG4C10	2.67352128	0.968635857	2.223364115	2.524557114
UG4C11	-0.19104825	-0.047305755	-0.28497687	-0.01149565
UG4D3	-0.19104825	0.610588253	0.620807767	-0.034765393
UG4D4	1.535667181	-0.516791105	2.928504467	2.548240662
UG4D5	2.005580902	3.245476007	3.401362658	3.378071308
UG4D6	-0.140862539	-0.112894036	0.755895376	-0.889817059
UG4D7	-0.503432512	0.379704475	-0.301655591	-0.407424331
UG4D8	-1.178337216	-0.369233757	-0.518466949	-0.889817059
UG4D9	0.543361664	-0.031364135	-0.22012569	0.530514777
UG4D11	0.310700893	-0.34933421	-0.352880985	-0.195920184
UG4D12	-1.01122725	0.449525863	0.066495508	-0.249359548
UG4E2	-0.707446456	-0.681177914	-0.084064186	-0.517848313
UG4E4	2.845198393	2.10108614	2.807354927	1.820381522
UG4E5	2.198226213	1.521537185	2.447005272	1.538419962
UG4E7	-0.338801891	1.235628247	0.391020685	0.099535704
UG4E9	-1.841302156	-0.516791105	-0.557995319	-0.710493445
UG4E10	-2.1043365	-0.146841437	-1.370368481	-1.333423734
UG4E11	-0.584962428	0.680009663	-0.352880985	0.088809311
UG4F1	-0.19104825	-0.924448967	-0.204358399	-0.84799695
UG4F3	0.74366039	1.248743773	0.664397001	0.797507167
UG4F4	0.783188641	1.526930332	1.020272493	1.011404753
UG4F5	-0.503432512	0.119052649	0.130060583	-0.407424331
UG4F6	-0.472068399	-1.731803894	0.026967183	-1.144389868
UG4F7	-1.178337216	-0.811238468	-0.773724079	-0.84799695
UG4F8	-0.426264733	1.00773561	-0.142957911	-0.534336448
UG4F9	0.588685691	0.030696772	-0.02748071	0.344648182
UG4F10	-0.671377182	-0.07972721	-0.252186954	-0.347923279
UG4G1	-0.153246254	-0.63226819	0.32736212	-0.78745532
UG4G2	-0.01122725	0.119052649	0.520007133	-0.469485223
UG4G3	0.264897168	0.318822145	0.391020685	0.308122218
UG4G4	1.207941294	1.996116519	1.160822868	1.167378306
UG4G5	-1.487665176	-0.838719189	-0.797182977	-1.195920229
UG4G6	0.065588415	0.343484163	0.731511235	-0.10691525
UG4G7	-0.988859475	-0.63226819	0.092258587	-0.119298965
UG4G8	-0.353015751	0.119052649	0.178970277	-0.485426843
UG4G10	-0.725825071	-0.389411747	0.283306837	-0.911190689
UG4H5	-0.283306837	-0.235378027	0.348895252	0.088809311
UG4H7	-3.1043365	-1.539158821	-2.268488884	-2.807354927
UG4H8	-1.128584146	0.075551048	-0.173331529	-0.729352415
UG4H10	-1.153246284	-0.838719189	-0.869939446	-0.932885766
UG4H11	-0.519374132	0.318822145	0.178970277	0.947532654
UG4H12	-1.256339669	-0.291231304	0.548204005	-0.263034463
UG5A1	0.535667241	0.147341669	0.359542489	0.326500893
UG5A6	-0.725825071	-0.369233757	0.190942913	-0.392317444
UG5A7	-0.519374132	0.25525707	-0.23606731	-0.157100961
UG5A8	-2.153246164	-1.451696038	-1.518466949	-1.807354808
UG5A9	-1.153246284	-0.608421445	-0.538095772	-0.932885766
UG5A10	-0.881944239	-0.199308813	-0.479992867	-0.584962547
UG5A12	-1.128584146	-0.43063435	-1	-0.84799695
UG5B1	-0.725825071	0.25525707	-0.318529397	-0.333423734
UG5B2	0.292553604	0.21572873	-0.069708906	0.546282053
UG5B3	-0.487665236	0.391578555	0.249359548	0.192645133
UG5B4	0.566201568	-0.811238468	-0.335602999	0.38027209
UG5B5	-1.01122725	-0.129767835	-0.683526218	-0.453717947
UG5B6	-1.128584146	-1.954196334	-0.661831141	-1.453717947
UG5B7	-1.203872204	-1.731803894	-1	-2.070389271
UG5B8	-1.519374132	-1.112894058	-1.055495024	-1.932885766
UG5B9	-0.689299107	0.268196106	0.944504917	0.110182941
UG5B12	-1.229867458	-0.539158881	-0.252186954	-0.453717947
UG5C1	0.512334764	0.670294523	0.951559722	0.716207027
UG5C2	-0.283306837	-0.112894036	-0.013674922	-0.023083597
UG5C3	-0.782408535	0.853158534	-0.598637402	0.022720039
UG5C4	1.269543409	0.318822145	0.747813046	1.192645192
UG5C5	-1.1043365	-0.608421445	-0.973032832	-0.977279961
UG5C6	-0.472068399	-0.516791105	-0.04141989	-0.517848313
UG5C7	-1.426264763	-1.40987587	-1.084064245	-1.485426903
UG5C8	-0.535493791	0.075551048	0.226275951	0.033947289
UG5C9	-0.821402609	0.188761562	-0.40599227	-0.501546502
UG5C10	1.292553663	2.03448844	1.12382865	1.754039168
UG5C11	0.480625868	1.090197802	0.520007133	0.823619962
UG5C12	-0.551795602	0.630766213	-0.158064783	0.011404753
UG5D1	2.701299906	1.645716548	2.184968948	2.602035999
UG5D2	-0.178337216	-0.494764656	-0.28497687	-0.27684027
UG5D3	-1.229867458	-0.516791105	-0.946560621	-0.691877723
UG5D4	-0.653675199	-0.07972721	-0.204358399	-1.249359608
UG5D5	-0.653675199	0.25525707	-0.04141989	-0.290779442
UG5D6	0.966052711	0.318822145	0.11756964	0.971087337
UG5D7	0.439983904	0.558873236	0.260764301	0.666576266
UG5D8	0.852958858	0.449525863	0.944504917	0.855610013
UG5D9	-1.966833115	-1.731803894	-1.64045763	-1.84799695
UG5D10	-0.128584221	0.516123652	0.380604088	-0.034765393
UG5D11	1.713286638	0.992222607	0.894131482	1.303490758
UG5E2	-0.324726731	0.43812111	0.190942913	-0.392317444
UG5E3	-0.411314338	0.133266494	0.316473812	-0.534336448
UG5E4	0.065588415	-0.369233757	-0.04141989	-0.131789908
UG5E5	-1.203872204	-0.681177914	-0.301655591	-1.169924974
UG5E6	-0.945137978	-0.584962547	-0.388070375	-0.362570047
UG5E7	-0.966833055	0.090197816	-0.773724079	0.172467172
UG5E8	0.566201568	1.261741042	0.901436269	0.905363083
UG5E10	-0.801773787	0.242200911	0.260764301	0.011404753
UG5E11	1.610824585	0.620712459	0.951559722	1.15200305
UG5F1	-0.283306837	0.242200911	0.142444298	-0.144389927
UG5F2	-0.744440675	-0.473069578	-0.640457511	-0.602240562
UG5F3	-0.945137978	-0.217230707	-0.04141989	-0.43812111
UG5F4	-1.128584146	-1.329705477	-0.538095772	-1.094636917
UG5F5	-1.584962368	-1.181606889	-1.479992867	-2.584962368
UG5F6	-0.636187792	1.097465873	-0.335602999	0.280107915
UG5F7	-0.426264733	0.188761562	0.391020685	-0.18286404
UG5F8	-1.396517277	0.736965537	-0.204358399	-0.84799695
UG5F9	-0.841302156	-0.494764656	-0.23606731	-0.567888975
UG5F10	-0.503432512	0.548304021	0.013546683	-0.222392365
UG5F11	-0.396517336	0.293731183	-0.318529397	-0.392317444
UG5F12	-0.165737197	0.030696772	0.42182672	0.810622692
UG5G1	-0.092363924	-0.329705417	-0.013674922	-0.131789908
UG5G2	-0.44137162	-0.015596837	-0.352880985	-0.43812111
UG5G3	-0.671377182	-0.235378027	-0.084064186	-0.729352415
UG5G4	0.33750093	0.69924587	0.510484338	0.141661137
UG5G5	-0.568283677	0.202308238	-0.204358399	-0.729352415
UG5G6	-1.080489874	-0.56187892	-0.797182977	-0.84799695
UG5G7	-1.801773787	0.944656909	-0.518466949	-1.392317414
UG5G8	-2.153246164	0.718228996	-0.335602999	-1.222392321
UG5G9	-0.269760162	0.175086632	0.178970277	-0.27684027
UG5G10	-0.128584221	-0.451695949	-0.23606731	-0.422691077
UG5G11	-0.068712682	0.870232105	0.834322035	0
UG5G12	-0.671377182	-0.895302653	-0.598637402	-0.567888975
UG5H3	0.188445151	0.844545424	0.500898302	0.397759497
UG5H4	0.389652252	0.318822145	0.178970277	0.045087844
UG5H5	-0.861480117	-0.473069578	-1.268488646	-0.710493445
UG5H6	-0.881944239	-2.217230558	-1.442518234	-0.78745532
UG5H7	-1.618909836	-0.369233757	-1.727920294	-1
UG5H8	-0.618909836	-0.473069578	-0.57817328	-0.263034463
UG5H9	-1.456638336	-1.369233727	-0.946560621	-1.333423734
UG5H11	-1.080489874	-0.811238468	-0.705552638	-0.673499107
UG5H12	0.464506209	1.750860095	0.698344409	0.482151687
UG6A6	-1.01122725	-0.181606829	-1.301655531	-0.222392365
UG6A7	0.264897168	3.00387311	0.7150231	2.35139513
UG6A8	-0.269760162	0.147341669	-0.252186954	0.033947289
UG6A12	-1.367371082	-0.757799089	-0.705552638	-0.43812111
UG6B2	0.415037572	0.800691187	0.142444298	0.56961453
UG6B3	-2.367371082	-2.217230558	-1.557995319	-2.729352474
UG6B4	-1.88194418	-0.096215315	-2.204358339	-0.619727969
UG6B5	-0.269760162	1.068171501	0.401362628	-0.551015139
UG6B7	1.011140585	0.736965537	1.0599823	0.874469042
UG6B8	0.581229806	1.972593904	0.575860441	0.21254468
UG6B9	-0.165737197	0.505235374	0.706707895	-0.094636932
UG6B11	-2.487665176	-2.217230558	-1.40599227	-1.807354808
UG6B12	-0.551795602	-0.838719189	-0.318529397	-0.119298965
UG6C1	-0.243042842	0.343484163	-0.128007486	-0.453717947
UG6C2	-0.057030886	0.21572873	-0.252186954	0.099535704
UG6C3	-0.861480117	-0.015596837	-0.013674922	-0.43812111
UG6C4	-0.283306837	-0.096215315	-0.28497687	0.202629209
UG6C6	-0.601836205	-0.063425414	-0.619395912	-0.058416635
UG6C7	-1.396517277	-0.954196334	0.079434559	-1.333423734
UG6C9	1.20309186	-0.031364135	0.013546683	0.554101527
UG6C11	-0.636187792	-0.731803894	-0.352880985	-0.169924989
UG6D1	0.716693223	0.030696772	0.958580077	1.028344631
UG6D3	-1.033947229	-0.272372305	-0.142957911	-0.602240562
UG6D4	0.925410807	0.992222607	0.575860441	0.98850441
UG6D5	-0.519374132	-0.235378027	-0.773724079	-0.655351818
UG6D7	-0.671377182	-0.369233757	0.190942913	-0.710493445
UG6D8	-2.310787439	-1.731803894	-1.727920294	-1.517848253
UG6D9	1.17859745	-0.217230707	-0.538095772	0.546282053
UG6D10	-0.338801891	-2.291231155	-0.845277369	-0.362570047
UG6D11	-1.033947229	-0.954196334	-0.797182977	-0.691877723
UG6E2	-0.966833055	0.689659834	0.305502564	-0.157100961
UG6E3	-0.456638366	0.59012419	0.575860441	-0.319068462
UG6E5	-0.801773787	0.391578555	0.166897446	-0.27684027
UG6E11	-1.923764467	0.161280841	-0.797182977	0.110182941
UG6F1	-0.923764348	-0.146841437	0.013546683	-1.144389868
UG6F2	-0.472068399	-0.811238468	0.500898302	-0.517848313
UG6F5	-0.080489844	0.268196106	-0.204358399	0.905363083
UG6F7	-0.045442939	1.045803666	0.305502564	0
UG6F8	-0.763299704	-0.866733551	-0.57817328	-0.551015139
UG6F9	-0.503432512	-0.63226819	-0.188761562	0.045087844
UG6F11	0.044055283	-0.063425414	0.092258587	0.045087844
UG6G1	-0.080489844	-0.235378027	-0.705552638	-0.78745532
UG6G2	-1.618909836	-0.866733551	-1.370368481	-0.827532887
UG6G3	-0.923764348	-0.253756642	-1.055495024	-0.911190689
UG6G4	-0.140862539	-0.253756642	-0.705552638	-0.023083597
UG6G5	-0.584962428	0.175086632	-0.40599227	0.842899084
UG6G6	-1.057030916	-0.310340136	0.092258587	-0.655351818
UG6G7	-0.153246254	0.318822145	0.944504917	0.251538754
UG6G8	-0.022542536	0.281020135	-0.57817328	0.099535704
UG6G9	-0.296981752	-0.181606829	-0.204358399	-0.392317444
UG6G11	-2.426264763	-1.584962487	-0.946560621	-2.023083687
UG6G12	-1.057030916	-1.291231394	-0.388070375	-0.78745532
UG6H1	-0.782408535	-1.047305822	0.166897446	-0.377367049
UG6H2	-1.801773787	-0.7842713	-1.442518234	-1.119298935
UG6H3	-0.945137978	0.415037513	-1.142957926	-1.144389868
UG6H4	0.423401058	-0.584962547	-1.027480721	-0.222392365
UG6H5	0.363812208	-0.389411747	0.066495508	-0.157100961
UG6H9	-0.080489844	0.355659008	-0.352880985	0.056143016
UG6H10	-1.229867458	0.119052649	-0.173331529	-0.767826557
UG6H11	0.011140555	1.090197802	-0.055495061	0.26112479
UG6H12	-0.988859475	-0.584962547	-1.727920294	-1.195920229
LO6A3	-0.671377182	-0.63226819	-0.518466949	-0.501546502
LO6A4	0.889639676	1.331205845	0.864536643	1.033947349
LO6A5	-0.456638366	0.640750289	0.190942913	0.033947289
LO6A6	-1.283306837	0.242200911	-0.683526218	-0.43812111
LO6A7	-0.584962428	0.403355718	-0.335602999	-0.567888975
LO6A8	0.33750093	0.367731839	0.529467463	0.120752156
LO6A9	0.846753776	-0.07972721	0.178970277	0.371448219
LO6A10	-1.203872204	-0.235378027	-0.28497687	-0.469485223
LO6A11	0.128324091	-0.181606829	0.795641601	-0.169924989
LO6A12	2.173648119	1.483208895	1.12382865	1.465663552
LO6B1	-0.584962428	-0.181606829	-0.640457511	-0.235812873
LO6B2	-0.801773787	0	-0.128007486	-0.485426843
LO6B3	-1.1043365	-0.731803894	-0.442518204	-0.767826557
LO6B4	-0.283306837	0.229025543	-0.40599227	-0.501546502
LO6B5	-0.801773787	-0.56187892	-0.335602999	-0.131789908
LO6B6	0.66119808	0.060754064	0.638401806	0.680931568
LO6B7	1.381090164	0.147341669	-0.084064186	0.62263298
LO6B8	-0.923764348	0.355659008	-0.821029723	-0.119298965
LO6B9	0.118055791	-0.07972721	1.136265755	-0.290779442
LO6B10	1.060235262	0.403355718	0.689932168	0.498453498
LO6B11	0.011140555	-0.494764656	0.755895376	-1.392317414
LO6B12	1.937139988	1.126177073	1.771925449	1.695145488
LO6C2	-0.022542536	-0.43063435	-0.22012569	-0.144389927
LO6C3	0.512334764	-0.129767835	-0.084064186	0.389042258
LO6C4	-1.128584146	0.175086632	-0.424139589	-0.377367049
LO6C5	0.236700296	-0.199308813	-0.40599227	0.289506555
LO6C7	0.118055791	-0.451695949	-1.027480721	0
LO6C8	-1.367371082	-1.112894058	-1.557995319	-1.070389271
LO6C9	-1.338801861	-0.43063435	-0.869939446	-1.046542525
LO6C10	-0.324726731	-0.181606829	-0.128007486	-0.392317444
LO6C11	1.027691841	0.516123652	1.739685059	0.630050421
LO6D1	-0.671377182	-0.096215315	-0.40599227	-0.655351818
LO6D3	0.625397444	1.312590122	0.915935814	0.546282053
LO6D4	0.682259738	1.090197802	0.672959089	0.874469042
UG7A5	-0.821402609	0	-0.084064186	-0.827532887
UG7A6	0.66119808	-0.164119422	0.500898302	0.482151687
UG7A7	-0.140862539	-0.681177914	0.500898302	-0.094636932
UG7A8	0.044055283	-0.181606829	-0.683526218	0.16227138
UG7A9	-0.966833055	-0.731803894	-0.821029723	-0.453717947
UG7A10	0.207941294	1.548303962	0.849508405	0.577308953
UG7A11	0	-0.015596837	-0.02748071	0.056143016
UG7B1	-0.033947289	-0.811238468	-0.098563738	-0.290779442
UG7B3	-0.689299107	-0.608421445	-0.055495061	-0.84799695
UG7B4	1.112894058	-0.235378027	0.272079587	0.899236917
UG7B5	-1.456638336	-1.369233727	-0.388070375	-0.911190689
UG7B6	4.591471672	3.932516575	2.471751928	4.186369896
