gene	s1321	s1996	s1822	s1714	s1224	s1252	s1510	s1900	s1787	s1721	s1486	s1572	s1324	s1649	s1320	s1542	s1281	s1905
UG1D4	-0.185555637	-0.3739748	-0.531613111	-0.226770893	-0.449525863	0.009277761	-0.390789926	0.09310931	0.187085599	-0.748020768	-0.206888378	0.099535719	0.061400637	0.198545635	-0.010971248	-0.723790228	-0.125530913	-0.330824494
UG1D5	0.311944097	0.150866628	0.558368325	0.378511548	0.305936098	0.247437596	0.256908298	0.765534639	1.826255202	1.010971189	0.443961948	1.093511939	0.252542078	0.569108486	0.455451638	0.391686916	-0.431157231	-0.202816993
UG1D7	0.012383714	0.140598327	-0.531613111	0.636492789	0.088130951	-0.369233727	-0.037152976	0.405992329	0.68499136	-0.265238583	0.559439301	0.123382434	-0.13124457	0.400179535	-0.174029514	0.411724746	-1	-0.52134639
UG1D8	0.734476089	0.098778188	1.775959611	3.523561716	1.687272429	1.578743935	1.466085196	1.446256161	1.625090718	0.938120604	1.236519933	0.974004745	0.654355824	1.461580038	1.130531549	0.699421167	1.164571762	0.268934995
UG1D9	1.030762196	0.259242833	1.1410923	1.757799149	1.869296193	2.077022552	1.122981548	1.287866235	2.788203716	1.917861581	1.31843102	1.614709854	1.731938839	1.259087205	0.88041842	1.335103512	0.678071797	0.705887318
UG1D10	0.445799857	-0.194268793	-0.382469654	0.653268516	0.210987687	0.485426903	-0.182203323	0.424026251	0.650057554	-0.332983285	-0.115465432	0.146841392	-0.064130276	0.278715998	-0.161751196	0.12663345	0.450661361	-0.626956582
UG1D11	-0.465663582	-0.613645315	-0.730392992	-1.226770878	-1.233797073	-0.393481374	0.083141282	-0.292180777	-0.97797358	-1.418713093	-0.261854947	-0.299560249	-0.914752603	-0.930737376	-1.044394255	-1.067744732	-1.514573216	0.080489844
UG1D12	0.036836863	-0.118320003	-0.589911699	-0.226770893	-0.418829083	-0.548204005	-0.473251998	-0.099535719	-0.437405288	-0.418713063	-0.456502378	-0.397963941	-0.369756609	-0.07275641	-0.276209831	-0.501397848	0.369233727	-0.330824494
UG1E3	-0.089796588	-0.168505713	-0.904422402	-0.053439364	-0.359328032	-0.443234384	-0.312787414	-0.383328676	-0.364156306	-0.557689548	-0.378499836	0.099535719	-0.01260002	-0.455003977	-0.635003209	0.243042842	0.263034403	-0.136321485
UG1E4	0.351472408	0.130256385	-0.145430416	-0.026472181	1.176222205	1.170958877	0.88554132	1.396890163	1.715724587	0.667016745	1.636607051	0.913744211	0.572362542	1.254137993	1.04836297	0.763197064	0.584962428	0.091630399
UG1E6	0.981222749	0.368867338	-0.102361739	1.113458157	1.033683062	0.618693471	0.374744833	0.22239235	0.308549136	-0.265238583	-0.077990755	-0.449802935	0.354182363	0.495527416	0.212993652	0.526436388	0.82781899	0.229133934
UG1E7	0.240051121	0.31509614	-0.070883542	0.113458082	0.210987687	0.316332638	0.150779948	-0.061400637	0.206450909	0.603201747	-0.041464776	0.731803894	0.176877752	0.011777163	-0.137503535	-0.229025543	-0.125530913	0.249171764
UG1E8	-1.130060554	-1.59636724	-2.730392933	-1.166649818	-1.03448844	-1.721535563	-1.838248849	-1.480625868	-1.852442622	-2.44846034	-1.778430343	-1.347923279	-1.487938046	-0.538419962	-1.429684281	-0.910203457	-1.321928144	-1.230297685
UG1E9	-1.610053539	-1.631132722	-1.980371237	-1.923378706	-0.944290519	-1.575684786	-0.975752354	-1.697437286	-1.664815784	-2.44846034	-1.626427293	-1.163498759	-1.487938046	-1.230297685	-1.237039208	-0.308752775	-0.415037572	-1.230297685
UG1F1	-0.303392112	-0.022900403	0.417505741	0.025995195	0.342232227	0.396300912	0.42113781	-0.061400637	-0.254183412	-0.711494803	-0.180171058	0.181329742	-0.245577127	-0.216491908	-0.386182725	-0.040263996	-0.383328676	0.373043448
UG1F2	1.06088233	0.470746934	1.870871425	0.636492789	0.752782345	0.837617755	1.117357016	0.44183749	1.290515304	0.617628694	0.765890002	1.081388235	0.10870631	0.345387012	0.135514945	0.102180302	0.881011963	0.146078259
UG1F3	0.218834668	0.351165354	-0.331843644	-0.67283529	-0.418829083	0.270770073	0.117356971	-1	-0.364156306	-0.967333674	-1.01761806	-0.299560249	0	0.011777163	-0.211504191	0.026231512	-0.777607679	-0.216491908
UG1F4	0.696607947	0.4036327	0.150025427	-0.459431648	-0.081794024	0.15850389	0.256908298	-0.263034463	-1.09163034	-0.079226613	-0.166995689	0.392317414	0.392914712	0.307667345	0.222392291	0.243042842	0.312277853	0.124545127
UG1F5	0.153246254	0.324198306	-0.134542108	-0.371968746	-0.233797118	0.338585496	0.277228296	-0.399095953	0.317482263	-0.389566749	0.261097938	0.468769431	0.073373273	0.278715998	0.203533322	0.013175368	-0.383328676	-0.123382434
UG1F6	-0.398549348	-0.069821388	-0.259087235	-0.948469758	-0.316259354	-1.231730223	0.430239975	-1.074000597	-1.893084764	-1.509860992	-1.065712452	-0.741265714	-1.386058331	-0.801454425	-1.113656759	-0.213595524	-0.383328676	0.229133934
UG1F7	0.601450682	-0.496831596	0.78745532	1.119507194	0.287439704	1.669319391	2.074459076	0.292781711	1.536052942	-0.389566749	0.502855659	1.280107856	-0.145050347	0.520473719	-0.224215224	-0.198328778	0.405992329	-0.301380724
UG1F8	1.311944127	-1.288244963	-0.21254468	0.013056144	0.201139927	-0.521236837	0.535209537	0.126532286	-0.364156306	-0.573991299	0.658974886	-0.347923338	-0.758027136	-0.422942698	-0.65207684	-1.482782125	0.035623878	-0.801454425
UG1F9	0.142019004	-0.181329742	0.029343903	-0.196397275	-0.03448835	0.278464496	0.094636932	0	-0.056583494	-0.079226613	0.160169035	0.523561954	0.383328676	-0.17584981	-0.010971248	-0.213595524	0.302562714	-0.721283972
UG1F10	0.024662033	-0.022900403	-0.331843644	-0.08092007	0.066597819	-0.199308753	-0.32805413	-0.292180777	-0.467778921	-0.675870955	0.149676651	-0.192645058	-0.11756964	0.363883406	-0.302927136	0.150678918	0.44183749	0.046542555
UG1F11	1.125012517	0.088130951	0.176497579	0.295455873	0.119839787	0.107579887	0.648738444	-0.03652598	-0.774440289	-0.346922457	0.964533925	-0.039170563	-0.695742965	-0.90836966	-0.044394225	0.45098412	0.568842769	1.11911118
UG1F12	1.024662018	0.055709511	1.090946078	1.829665184	1.055709481	1.396301031	0.817796707	0.85466063	1.369949698	0.960930467	0.97050786	1.063009739	1.012490988	0.288431138	0.620941758	0.932255328	1.655351758	0.400179535
UG1G2	2.351472616	0.912182212	2.833929539	2.623781681	2.462526321	2.758674622	2.269641876	2.608808994	2.740844488	1.876470208	2.842807531	1.980547547	2.037152767	2.005900621	2.445453882	1.361098647	1.86459887	2.797183037
UG1G4	-0.025090963	-0.703282475	-1.06054163	0.316672325	-0.057947308	0.316332638	-0.882643044	-0.234465331	0.570089221	-0.658383548	-0.290143967	0.321928084	-0.419225216	0.32665047	0.115477115	-0.768184423	-0.112474769	-0.345774889
UG1G6	-0.770518064	-0.316259354	-0.319459915	-0.874469101	-0.344828486	-0.405759692	0.307181597	-0.165423602	-0.215012833	0.434182614	-0.234109968	-0.106915265	-0.758027136	-0.360881776	-0.584962606	-0.482782185	0.058893621	-0.048094377
UG1G7	-0.648527563	-0.859401703	-0.448357552	-0.406320333	-0.194268793	-0.661414504	-0.597240806	-0.658963144	-0.011140555	-1.278535366	-0.166995689	-0.134929627	-0.56008786	-0.780990303	-1.161751151	-0.46440357	-0.352301806	-0.590887368
UG1G9	-0.572578788	-0.901221812	-0.295006782	-1.196397185	-0.330473214	-0.548204005	0.150779948	-0.024247661	-0.045087844	0.136502117	-0.261854947	0.247927561	-0.369756609	-0.330824494	-0.343954533	-0.520256877	-1.415037632	-0.721283972
UG1G10	-0.050626025	0.18124038	-0.28293395	-0.495957553	-0.233797118	-0.393481374	-0.154722616	-0.024247661	-1	-0.945960045	-0.456502378	-0.578536272	-0.523561895	0.023458958	0.053637892	0.077305645	-0.178970277	0.069262594
UG1G11	-0.350186288	-1.181329727	-0.604862154	-0.226770893	-0.388771802	-1.210035086	-0.774118543	-0.152003095	-1.267480254	-1.748020768	-0.644574642	-0.830075026	-1.145050406	-0.663950861	-0.601450682	-0.723790228	-0.447459042	-0.286881179
UG1G12	1.756728888	1.181240439	0.72306478	0.540568352	0.739235759	0.630766273	1.088900566	0.841302276	0.705552697	0.401205331	0.241469175	0.900004148	0.819845915	0.33604911	0.690315485	0.7475155	1.180572152	1.516345859
UG1H3	0.107803315	0.287439704	0.815799952	0.653268516	0.5348773	-0.345387012	0.393481374	0.09310931	0.524526715	0.095860064	0.139107436	0.836501241	0.165737197	0.426814646	0.021695048	0.598137796	-0.367731839	0.461580008
UG1H4	0.601450682	-0.418829083	0.655665398	0.628031194	0.044738263	0.072603762	-0.92844671	0.450661361	-0.011140555	-0.033422977	0.337046713	0.567684472	-0.025311053	-0.376148522	-0.400537997	-0.910203457	0.608809233	-0.645335197
UG1H5	-0.903784633	-0.480889976	-0.134542108	-1.226770878	-0.529253066	-0.706268787	-1	-0.658963144	-0.498805791	-1.44846046	-0.903961301	-0.432315528	-1.597562551	-0.123382434	-0.758992016	-0.539365709	-1.15200305	-1.538419962
UG1H6	-1.572578788	-0.66675657	-0.923038125	-1.108934402	-1.011404753	-0.883807003	-0.753360033	-0.234465331	-0.546634376	-0.989028811	-0.590803444	0.123382434	-0.369756609	-0.407175392	-0.935869694	-3.067744732	-0.431157231	-0.780990303
UG1H7	0.38994655	-0.247217625	-0.635235786	-0.371968746	-0.143194661	-0.56187892	0.106041685	-0.138706282	-0.267480195	-0.804604292	-0.304499239	0.247927561	-0.523561895	-0.626956582	-0.796466708	-0.153474495	-0.621488452	0.198545635
UG1H8	0.445799857	0.386354744	0.395137846	0.378511548	0.77949965	-0.210035145	0.633056879	1.053111315	-0.033683091	0.624788523	1.139107347	0.146841392	-0.419225216	-0.760812283	-0.174029514	0.38156271	0.616671324	0.363883406
UG1H9	0.94937396	0.495131075	0.692818403	-0.242200911	0.640671968	-0.866733432	0.518236458	0.814208508	-0.514573097	0.610433221	1.373572707	0.332196355	-0.597562492	-0.760812283	-0.505235374	0.411724746	-0.415037572	0.354664773
UG1H11	0.418143421	-0.5963673	0.630354404	0.447458923	-0.03448835	0.308838069	0.036220297	0.685566366	0.272253007	0.315305203	-0.24791576	0.496425867	-0.158989534	0.011777163	-0.289506614	0.114458621	0.081794024	0.705887318
UG1H12	0.271302044	0.066597819	-0.189824641	0.57619226	-0.03448835	0.133266568	-0.19614251	-0.074000657	0.24441871	0.021859556	-0.839830995	-0.397963941	-0.321928024	-0.590887368	-0.078609914	-0.960829437	-0.048909694	-0.01187408
UG2A1	-0.708233893	-0.43409583	-1.382469654	0.207324937	-0.579293728	-0.646767735	-0.860275269	-1.514573216	-0.227951884	-0.573991299	-0.860892534	-0.597901523	0	-0.244236887	-0.520832181	-0.578359783	-1.514573216	-0.110558406
UG2A2	-0.975337982	-0.880160213	-1.06054163	-0.108934425	-0.43409583	-0.81669277	-0.49032563	-0.584962547	-0.630050421	-1.607158184	-0.472622037	-0.503574133	-0.597562492	0.188203692	-0.505235374	-0.61843729	-0.263034463	-0.801454425
UG2A3	-0.813586831	-0.143194661	-0.763559818	0	0.109347403	-0.936274409	-0.32805413	1.029747367	0.117183536	0.559034109	1.878193021	0.362570107	-0.104022957	-0.780990303	-0.618129373	-0.138827741	-0.165423602	0.470142096
UG2A4	-0.063565075	-0.118320003	-0.331843644	1.064130306	-0.181329742	0.410376072	0.411977768	0.779609799	0.642968178	0.458430141	0.364527553	0.785102069	0.165737197	0.268934995	0.286522716	0.28709811	0.700439692	-0.286881179
UG2A5	-1.157541275	-0.81875962	-1.040077567	-0.039892681	-0.274439216	-0.721535563	-0.597240806	0.070389271	0.011055171	0.116324157	0.149676651	0.203872278	-0.616671324	-0.608809233	-0.489805341	-0.109972902	-0.549338698	-0.216491908
UG2A6	0.142019004	0	0	0.273922741	0.171186626	0.3013044	-0.037152976	0.485426724	-0.127549946	0.279460043	-0.005840898	0.280107915	-0.487938046	-0.216491908	0.115477115	0.498602092	0.715161204	-0.136321485
UG2A7	-0.951090336	-0.66675657	-0.746881127	0.101283252	-0.194268793	-1.086299777	-0.439699471	-0.798366189	-0.852442741	-1.056143045	-0.440560758	-0.283792943	-0.801095843	-0.590887368	-0.758992016	-0.198328778	-0.640104175	-0.136321485
UG2A8	-0.668156385	-0.181329742	-0.730392992	0.337581336	-0.302184194	-1.066671014	-0.423211396	-0.367731839	-0.700439692	-1.056143045	-0.19346787	-0.315501869	-0.655665398	-0.487793863	-0.520832181	-0.24462238	0.22239235	-0.455003977
UG2A9	-1.025090933	-0.359328032	-0.61996901	0.184424534	-0.274439216	-1.009337902	-0.32805413	-0.819427788	-0.562936187	-0.641105533	-0.409196615	-0.192645058	-0.50564003	-0.608809233	-0.520832181	-0.375867009	-0.757143617	-0.822212934
UG2A10	0.542898536	0.351165354	0.22802794	0.101283252	0.287439704	0.09891504	0	0.180572212	-0.562936187	-0.404066294	-0.275930107	0.012824029	0.131789908	0.373043448	0.222392291	0.562732518	0.396890163	0.188203692
UG2A11	-1.334419012	-0.449525863	-0.65066576	-0.441509724	-0.330473214	-0.76832968	-1.049752951	-0.976153255	-0.546634376	-0.711494803	-0.819072485	-0.617530346	-0.436099052	-0.590887368	-0.224215224	0.55374372	-0.757143617	-0.2302977
UG2A12	-0.050626025	0.386354744	-0.797507226	-0.652076781	-0.68490386	-0.849859595	1.036220312	-0.463947147	-0.718586981	-0.823969543	-0.798608363	-0.149143457	0.061400637	-1.202816963	-0.669354796	-0.578359783	0.22239235	-0.149377629
UG2B1	-1.273018479	-0.721898198	-0.746881127	1.155278325	-0.480889976	-0.418143421	-0.860275269	-0.71706605	-0.164386809	-1.079226613	-0.860892534	0.087462887	-0.077305645	0.102685571	0.084888816	-0.59825933	-0.603109837	-0.663950861
UG2B2	-0.288125366	-0.859401703	-0.475579143	2.533789635	-0.798860073	1.444974661	0.225881472	0.729734004	1.547487855	-0.525628269	0.364527553	0.226068005	-0.064130276	1.244188309	0.949959278	-0.680721521	0.63226819	-0.760812283
UG2B3	-1.857980967	-2.034488201	-1.666262627	0.953349888	-1.011404753	-0.972343564	-1.597240806	-1.048909664	-0.736965597	-2.278535366	-1.220435023	-0.503574133	-1.201633811	-0.471305758	-0.357893705	-0.723790228	-1.447458982	-1.230297685
UG2B4	-0.214124769	0.150866628	-0.421640217	0.628031194	-0.529253066	0.141728163	0.048094377	-0.012072831	-0.335867286	0.075101525	0.786354184	0.301169515	0.324435055	-0.07275641	-0.174029514	-0.124328181	0.011972636	-0.721283972
UG2B5	-1.536052823	-0.922595441	-0.797507226	-0.874469101	-0.901221812	-1.009337902	-0.224431515	-0.531851292	-0.498805791	-0.607158184	-0.948355436	-0.093109481	-0.597562492	-1.023846745	-0.894647121	-0.260389686	-0.90689069	-0.272525907
UG2B6	0.311944097	-0.274439216	0.261386514	0.584962428	0.420706272	0.827163458	0.768408656	-0.277534008	0.592342138	0.195395738	0.745131493	0.635588527	0.662304699	0.600644112	0.832122684	0.40174067	0.369233727	-0.330824494
UG2B7	0.341691405	-0.798860073	0.038994074	-0.321928144	0.429167867	-0.178092301	0.67194587	-0.277534008	-0.139724776	-0.843598366	-0.378499836	0.652076662	-0.597562492	0.080489844	-0.704544187	-0.109972902	-0.603109837	0.495527416
UG2B8	0.923378706	-0.168505713	0.558368325	-0.226770893	0.33324343	-0.136573076	0.355761707	-0.206450984	-0.152003095	-0.44846046	0.280463248	0.352516353	0.165737197	0.503890872	-0.090197861	0.114458621	0.321928024	0.616157055
UG2B9	0	-0.4651227	0.524420857	0.218640223	0.305936098	0.054792523	0.3365255	0.191141427	0.147557288	0.544005871	0.765890002	0.332196355	-0.038135082	-0.801454425	-0.371968865	0.391686916	-0.178970277	0.964080453
UG2B10	0.281570345	-0.247217625	-0.0605416	0.973527849	0	-0.066671014	-0.19614251	-0.415037572	-0.189477772	-0.804604292	0.327768952	-0.079434559	-0.597562492	0.146078259	0.155278176	0.064705625	-0.431157231	-0.162552997
UG2B12	-0.951090336	-1.403722167	-1.21254468	-1.226770878	-0.512951255	-1.63226819	-1.154722571	-1.321928144	-1.530514717	-2.38956666	-0.556038022	-1.283792973	-1.419225216	-0.608809233	-1.02202642	-0.960829437	-1.263034463	-0.422942698
UG2C1	-0.708233893	-0.512951255	-0.448357552	-0.552541077	-0.83893764	-1.028196812	-0.154722616	-0.952694356	-0.630050421	-0.675870955	-0.662953258	-0.177998304	-0.260527551	-0.886343241	-0.601450682	-0.292450964	-0.125530913	-0.149377629
UG2C2	-1.214124799	-1.43409586	-2.28293395	-2.321928263	-2.596367359	-1.990722179	-1.975752354	-1.819427848	-4.022367954	-3.22606802	-1.700428009	-2.106915236	-1.675564885	-1.645335197	-1.400537968	-0.81398809	-1.447458982	-1.573185444
UG2C3	-1.076621175	-0.66675657	-0.081300139	0.149377629	-0.880160213	-0.521236837	-0.224431515	-0.567040682	0.272253007	1.010971189	-0.153939545	-0.432315528	-0.487938046	-0.608809233	-0.854569554	-0.198328778	-0.884522915	-0.760812283
UG2C4	-0.303392112	0.697815776	1.145565748	0.149377629	-0.247217625	0.150140405	0.3365255	0.881011963	1.02202642	1.380205035	0.681001186	0.843696713	0.724365592	0.239187688	0.347923189	0.421640217	0.765534639	0.354664773
UG2C5	-0.415037453	-0.5963673	-0.0605416	-0.42380774	0.044738263	-0.63226819	0.024247661	-0.024247661	0.263034374	-0.022195727	-0.153939545	0.301169515	-0.523561895	-0.52134639	-0.489805341	-0.109972902	-0.658963144	0.177787095
UG2C6	0.281570345	0.066597819	1.372417808	-0.631612659	0.818670273	-0.721535563	-0.088227108	0.058893621	0.378511697	0.233363539	-0.304499239	0.505528033	-0.145050347	0.631505013	0.021695048	0.243042842	0.5607149	-0.202816993
UG2C7	2.102020979	0.5348773	1.081638336	0.252063215	3.209760189	3.349584579	2.636993408	2.720643044	2.596017599	4.105488777	3.55248642	2.873883486	2.544678926	1.495527387	0.825970531	1.051994681	1.584962368	-0.780990303
UG2C9	-1.243271112	-0.480889976	0.27778095	-0.321928144	-0.613645315	-0.220841885	-0.075288057	-0.497499675	-0.227951884	-0.360997617	-0.758530855	-0.237499341	-0.23078014	-0.455003977	-0.371968865	0.013175368	-0.415037572	0.069262594
UG2C12	-0.857980967	-1.77923131	-1.145430446	-0.898716748	-0.330473214	-1.393481374	-1.795180202	-0.819427788	-1.562936068	-1.904139996	-1.247915745	-1.134929657	-1.453172565	-0.701918721	-1.263034463	-1.81398797	-0.929610729	-0.376148522
UG2D1	-0.103093401	-0.388771802	-0.531613111	0.378511548	-0.194268793	-0.178092301	0.194172636	1.005998731	0.606988907	0.528819442	0.417966753	1.295932889	-0.104022957	-0.780990303	-0.263034463	-0.026717313	1.115477085	-0.555697978
UG2D2	-0.012490943	-0.562419891	-0.356934607	-0.406320333	-0.388771802	-0.264897168	-0.101283252	0.180572212	0	-0.494264126	-0.166995689	0.45003289	-0.736965537	-0.422942698	-0.704544187	-0.168271482	-0.220390171	-0.149377629
UG2D3	-1.273018479	-0.66675657	-0.941897094	-0.039892681	-0.260764301	-0.849859595	-0.312787414	-0.976153255	-0.202188805	-0.823969543	-1.220435023	-0.578536272	-0.938599348	-0.760812283	-1.429684281	-0.040263996	-0.736965597	-0.760812283
UG2D4	-0.037801996	-0.220500305	-0.61996901	-0.137503549	-0.143194661	-0.126377285	0.236298069	-0.549338698	0.117183536	-0.557689548	-0.378499836	0.087462887	-0.779400766	-0.162552997	-1.044394255	-0.393144965	-0.976153255	-0.801454425
UG2D6	-0.448589981	0.305936098	-0.560467958	-0.827163458	-0.181329742	-1.086299777	-0.312787414	-0.480625868	-0.596102953	-0.044738263	-1.065712452	0.025535062	-0.823122263	-0.504472613	0	-0.24462238	-0.929610729	-0.345774889
UG2D7	-2.398549318	-1.529253006	-1.904422402	-1.533432245	-1.59636724	-1.918572426	-2.359080791	-1.658963203	-0.872620702	-1.332983255	-2.488923788	-1.719892144	-1.321928024	-0.930737376	-1.584962487	-0.910203457	-1.352301836	-1.230297685
UG2D8	0.208108276	-0.68490386	-0.356934607	-0.026472181	-0.740757167	-0.086299777	0.01217483	-0.206450984	-0.393011123	-0.624031961	-0.573316038	0.146841392	-0.216133386	-0.455003977	-0.474538594	-0.32524085	-1	-0.376148522
UG2D9	0.107803315	-0.130703717	-0.666262627	0.710493326	-0.288245022	-1.009337902	0.246640012	0.302562714	0.032914728	-0.766636431	-0.102865413	0.203872278	0.555389464	-0.202816993	-0.444481313	0.40174067	-0.024247661	-0.048094377
UG2D10	0.380423754	0.011315286	-0.43493706	0.408464849	-0.118320003	-0.076452017	0.297266126	0.023846716	0.299560338	-0.17544198	0.251316935	0.382469654	0.373678505	-0.123382434	-0.237039253	0.138706282	0.33151406	0.298081309
UG2D12	-0.15754129	0.098778188	-0.797507226	-0.12314827	-0.449525863	-0.646767735	0.172639504	-0.292180777	-0.349942446	0.458430141	-0.363392949	-0.052467376	0.294061303	-0.345774889	-0.302927136	0	0.137503535	-0.590887368
UG2E1	-0.258068085	-0.168505713	-0.475579143	0.522421062	-0.057947308	-0.418143421	-0.114458621	-0.263034463	-0.202188805	0.233363539	0.170585632	0.099535719	-0.11756964	-0.68280983	0.021695048	-0.138827741	-0.112474769	1.259087205
UG2E2	0.250543505	0.201139927	0.1410923	0.149377629	-0.03448835	0.308838069	0.551985264	0.369233727	0.075664312	-0.067638665	0.337046713	0.532495081	0.421296477	-0.189270318	0.155278176	0.371366918	0.919657826	1.146078229
UG2E3	-1.243271112	-0.03448835	-0.697971523	-0.715270519	-0.260764301	-0.936274409	-0.127755433	-0.074000657	-0.530514717	-0.766636431	0.170585632	0	-0.655665398	-0.886343241	-0.740613401	0.329847693	-0.399095953	0.259087235
UG2E4	-0.228624329	-0.880160213	-0.113008976	-0.974004805	-0.207324937	-0.589623868	-0.343484163	-0.71706605	-0.832543135	-0.463567346	-0.860892534	-0.597901523	-0.845490038	-0.801454425	-0.704544187	0	0.312277853	-0.504472613
UG2E5	-1.334419012	-0.233797118	-0.167456836	-0.459431648	-0.66675657	-0.455945432	-0.114458621	-0.125530913	0.127379328	0.251979202	0.106927067	0.724026501	0.324435055	-0.590887368	-0.601450682	-0.095759057	-0.321928173	-0.438884318
UG2E6	0.186413229	-0.274439216	-0.797507226	0.013056144	-0.247217625	0.090197802	-0.238786802	0.058893621	-0.498805791	-0.711494803	-0.363392949	0.169924989	-0.290901184	-0.023846716	-0.704544187	-0.501397848	-0.074000657	-0.216491908
UG2E8	0.472935945	-1.181329727	-0.849974632	0.273922741	-0.093866855	-0.310340106	-1.154722571	-0.621488452	-0.612976789	-1.863497853	-0.681568921	-0.678071976	-1.230780125	-0.801454425	-1.161751151	-0.638901412	0	-0.097847372
UG2E9	-0.688055873	-0.83893764	-0.682029903	0.418312609	-0.081794024	-0.253756613	-0.525090992	-0.567040682	0.117183536	0.490139037	0.409196585	0.203872278	-0.038135082	-0.2302977	0.010888308	-0.61843729	-0.757143617	-0.035919547
UG2E10	0.481869072	0.077404559	0.810175419	-0.389042377	0.324198306	0.286118031	-0.101283252	0.544320464	-0.227951884	-0.163058266	-0.180171058	0	0.383328676	-0.573185384	-0.459431708	-0.702095151	1.070389271	-1.149377584
UG2E11	1.142019033	1.166133404	1.024494529	2.263034344	1.558209777	0.990662098	0.215389088	0.527737617	1.729176402	0.77393198	0.852544427	1.4405725	0.798366189	1.069262624	0.479167789	-0.040263996	0.321928024	0.741687894
UG2F1	-1.025090933	-0.721898198	-0.730392992	-0.736965597	-0.344828486	-0.833180904	-0.312787414	-0.497499675	-0.164386809	-0.389566749	-0.333645552	0.700439751	-1.230780125	-0.864648104	-0.834940791	-0.393144965	-0.640104175	0.208813936
UG2F2	0.084533572	-0.168505713	-0.382469654	0.013056144	0.377637506	-0.126377285	-0.282730103	-0.277534008	-0.045087844	-0.033422977	-0.041464776	-0.252766073	0.097024515	0.31719014	-0.224215224	-0.109972902	0.263034403	0
UG2F3	-0.448589981	-1.288244963	-0.604862154	-1.026472211	-0.168505713	-0.918572426	-0.253286362	-0.165423602	-0.530514717	-0.967333674	-0.19346787	0.181329742	-0.636036634	-0.68280983	-1.263034463	-0.410632372	-0.321928173	0.208813936
UG2F5	-0.857980967	-0.359328032	-0.61996901	-0.242200911	-0.81875962	-0.954196274	-0.374848306	-0.463947147	0.281413049	-0.011055171	-0.778430343	0.15842934	-0.578703523	-1.123382449	-0.618129373	-0.375867009	-0.640104175	0.102685571
UG2F6	-1.431716204	-1.43409586	-1.307181597	-1.289506674	-1.740757227	-1.603699088	-0.975752354	-1.447458982	-1.294447422	-1.332983255	-1.424793482	-0.637429893	-1.173064709	-1.048094392	-1.02202642	-1.482782125	-0.447459042	-1.407175422
UG2F7	1.336775899	0.022542536	2.824195862	2.615244865	2.181240559	2.237603188	2.183446407	1.383128285	2.412260294	1.628355145	2.371316671	2.019193649	1.024874687	1.373043418	1.074546933	0.666443884	0.807354808	1.930349588
UG2F8	2.054908514	0.697815776	2.213187218	1.905140758	1.909160733	1.751781464	1.526747942	1.450661302	1.573822021	1.624788404	2.211515903	1.960829377	1.148863435	0.951905608	0.874469161	0.707549036	1.153805375	0.93962729
UG2F9	0.408805519	0.31509614	0.482600689	1.883976102	0.5659042	0.531230569	0.236298069	0.600904047	0.87849915	0.392841846	0.846060395	0.762500644	0.449130774	0.268934995	0.439421564	0.498602092	-0.549338698	1.063616037
UG2F10	0.89021194	0.33324343	0.432227254	1.840692163	0.662366986	1.054792523	0.709814012	0.981852531	0.829381227	1.306427002	1.417966723	1.05062604	0.458290815	0.113656819	0.819791913	-0.213595524	0.807354808	-0.097847372
UG2F11	-0.591194451	-0.562419891	-0.029953301	-1.0809201	-0.5457412	-0.357261091	-0.238786802	-0.567040682	-0.467778921	-0.7854954	-0.304499239	0.135159597	-1.173064709	-0.555697978	-0.316473812	-0.124328181	-1.048909664	-0.407175392
UG2F12	0.164386809	0.850519061	-0.517399311	1.710493326	1.082777739	0.723875642	1.134165287	-0.736965597	-0.483208954	-0.693572938	0.575206518	0.459431529	0.263034463	1.448640943	0.194010526	0.186011955	0.450661361	-0.136321485
UG2G1	-0.648527563	-0.5457412	-0.356934607	-0.338416219	-0.03448835	-0.287439704	0.3365255	-0.640104175	-0.022367805	-0.658383548	-0.290143967	0.099535719	-0.402546525	-0.301380724	-0.125530899	-0.095759057	-0.415037572	0.167294711
UG2G2	0.771375656	-0.022900403	-0.102361739	0.051530257	0.988595247	-0.188661516	0.739408851	-0.206450984	0.02202642	-0.729642153	-0.115465432	-0.449802935	-0.306331187	-0.035919547	-0.459431708	-0.138827741	1.312277913	0.069262594
UG2G3	-0.431716174	-1.233797073	-0.832272649	-1.321928024	-0.613645315	-1.253756642	-0.390789926	-0.621488452	-0.832543135	-1.541569948	-0.456502378	-0.025995195	-0.616671324	-0.376148522	-1.090197921	-0.428334355	-0.447459042	-0.07275641
UG2G4	1	-0.5963673	0.51061511	-0.827163458	0.395019591	0.072603762	0.3365255	0.09310931	-0.422454894	-0.463567346	0.231553704	0.421463728	0.073373273	0.32665047	-0.090197861	-0.053938918	0.387730122	0.870162487
UG2G5	-1.334419012	-0.988684714	-0.589911699	-0.631612659	-0.922595441	-1.066671014	-0.282730103	0.047305673	-0.682517767	-1.478834152	0.017428845	0.087462887	-0.655665398	-0.330824494	-0.601450682	-0.308752775	-0.549338698	0.239187688
UG2G6	-1.951090336	-1.818759561	-0.961005926	-0.948469758	-2.403722286	-2.066670895	-1.928446651	-2.263034344	-1.852442622	-2.38956666	-2.36339283	-1.415037513	-1.636036634	-1.504472613	-1.429684281	-1.124328136	-0.840801418	-2.023846626
